,20s,30s,40s,50s,over,married,single,divorced,primary,secondary,tertiary,unknown,housing,loan,y
2596,,X,,,,X,,,,X,,,,,
2597,,X,,,,,,X,X,,,,X,,
2598,,X,,,,,X,,X,,,,,,
2599,,,,X,,X,,,,,X,,X,,
2600,,,X,,,,,X,,,X,,,,
2601,,X,,,,X,,,,,X,,,,
2602,X,,,,,X,,,X,,,,X,,
2603,X,,,,,,X,,,,X,,,,
2604,,,,X,,X,,,,,,X,,,
2605,,,X,,,X,,,X,,,,X,X,
2606,,,X,,,X,,,,,,X,,,
2607,,X,,,,X,,,X,,,,,X,
2608,,,,X,,X,,,,X,,,,,
2609,,,,X,,X,,,X,,,,X,,
2610,,X,,,,X,,,,,X,,,,
2611,,X,,,,,X,,,X,,,,,
2612,,,,X,,X,,,,,X,,X,X,
2613,,X,,,,X,,,,X,,,X,,
2614,,X,,,,,X,,,,X,,X,,
2615,,,X,,,X,,,,X,,,X,,
2616,,X,,,,X,,,,,X,,X,,
2617,,,X,,,X,,,,X,,,,,
2618,,,,X,,X,,,,X,,,,,
2619,,,X,,,X,,,,X,,,,,X
2620,X,,,,,,X,,,X,,,X,,
2621,X,,,,,,X,,,,,X,X,,
2622,,X,,,,,X,,,X,,,X,,
2623,,X,,,,X,,,X,,,,X,,
2624,,,,X,,X,,,,,X,,X,,
2625,,,X,,,X,,,X,,,,X,,
2626,,,X,,,X,,,X,,,,X,,
2627,,X,,,,X,,,,X,,,X,X,
2628,,X,,,,,,X,,X,,,X,,
2629,,,,X,,,,X,X,,,,,,
2630,,,,X,,X,,,X,,,,,,
2631,,X,,,,,X,,,X,,,X,,
2632,,,,X,,X,,,X,,,,X,,
2633,,,,X,,,X,,,,X,,,,X
2634,,X,,,,,X,,X,,,,X,,
2635,,X,,,,X,,,,X,,,X,,
2636,,,X,,,,,X,,X,,,X,,
2637,,,X,,,X,,,,X,,,,,
2638,,X,,,,X,,,X,,,,X,,
2639,,,,X,,X,,,,,X,,,,
2640,X,,,,,,X,,,,X,,X,,
2641,,,,,X,X,,,,X,,,,,
2642,,,X,,,X,,,X,,,,X,,
2643,,,,X,,,,X,,X,,,,X,
2644,,X,,,,X,,,,,X,,,,X
2645,,X,,,,X,,,X,,,,,,
2646,,,X,,,X,,,,,X,,X,,
2647,,,,X,,X,,,,,X,,,,
2648,,,,X,,X,,,,X,,,X,,
2649,,X,,,,X,,,,X,,,X,,
2650,,,,X,,X,,,,X,,,X,,
2651,,,X,,,X,,,,X,,,X,,
2652,,,,X,,X,,,,X,,,X,,
2653,,,X,,,,X,,,X,,,X,,X
2654,,X,,,,X,,,,,X,,X,,X
2655,,,X,,,X,,,,X,,,X,,X
2656,,X,,,,X,,,,X,,,X,,
2657,X,,,,,,X,,,X,,,X,X,
2658,,,,X,,X,,,,X,,,,X,
2659,,,,X,,X,,,,X,,,X,,
2660,,X,,,,X,,,,X,,,X,,
2661,,,,X,,X,,,X,,,,X,,
2662,,,X,,,,X,,,X,,,X,,
2663,,,,X,,X,,,,,,X,,,
2664,,,X,,,,,X,,,,X,,,
2665,X,,,,,,X,,,,X,,X,,X
2666,,X,,,,,X,,,,X,,X,,
2667,X,,,,,,X,,,X,,,,,
2668,,X,,,,X,,,,,X,,,,
2669,,,,X,,X,,,X,,,,X,,
2670,,,X,,,X,,,,X,,,X,X,
2671,,X,,,,,X,,,,X,,X,,
2672,,X,,,,X,,,,X,,,,,
2673,,X,,,,X,,,,,X,,X,,
2674,,X,,,,X,,,,,X,,X,,X
2675,X,,,,,,X,,,,X,,,,X
2676,,,X,,,X,,,X,,,,,,
2677,,,,,X,X,,,X,,,,,,
2678,,,,,X,X,,,,X,,,,,
2679,,X,,,,X,,,,X,,,X,,
2680,,,,X,,,X,,X,,,,,,
2681,X,,,,,X,,,,X,,,X,,
2682,X,,,,,X,,,,X,,,X,,
2683,,X,,,,X,,,X,,,,X,,
2684,,X,,,,X,,,,X,,,X,X,
2685,,,X,,,,,X,,X,,,,,X
2686,,X,,,,X,,,,X,,,,X,
2687,,,X,,,X,,,,X,,,,,
2688,X,,,,,X,,,,X,,,X,,
2689,,X,,,,,X,,,,X,,,,
2690,,,X,,,X,,,X,,,,,,
2691,,,,X,,X,,,,X,,,X,X,
2692,,X,,,,X,,,,,X,,,,
2693,,,X,,,X,,,,X,,,X,X,
2694,,X,,,,X,,,,,X,,,,
2695,,,X,,,X,,,,,X,,,,
2696,,,,X,,,,X,,,X,,X,,X
2697,X,,,,,,X,,,,X,,,,X
2698,,X,,,,X,,,,,X,,,,
2699,,X,,,,X,,,X,,,,X,,
2700,,,,,X,,,X,,,X,,,,
2701,,,X,,,,,X,,X,,,X,,
2702,,,,X,,X,,,,X,,,X,,
2703,X,,,,,,X,,,,,X,X,,
2704,,,,X,,X,,,,X,,,,,
2705,,,X,,,,X,,,X,,,X,,X
2706,,,X,,,X,,,,,,X,X,,
2707,,,,X,,X,,,,,X,,X,,
2708,,X,,,,X,,,,,X,,X,,
2709,,X,,,,X,,,,,X,,X,X,
2710,,,X,,,,,X,,X,,,X,,
2711,,,X,,,X,,,,,,X,,,
2712,,,X,,,X,,,X,,,,,,
2713,,,,X,,X,,,,,X,,,,
2714,,,X,,,,,X,,,X,,X,,
2715,,X,,,,,X,,,,X,,,,
2716,,,,X,,X,,,,,X,,,X,
2717,X,,,,,,X,,,,X,,,,X
2718,,,X,,,X,,,,X,,,,,
2719,,X,,,,,X,,,X,,,X,,X
2720,,,X,,,,,X,,X,,,,X,
2721,,X,,,,,X,,X,,,,,,
2722,,,,X,,X,,,,X,,,,,X
2723,,X,,,,,X,,,,X,,X,,
2724,,,X,,,,X,,,,,X,X,,
2725,,X,,,,X,,,,X,,,,,
2726,,X,,,,X,,,,X,,,X,,
2727,X,,,,,,X,,X,,,,X,,
2728,,,,,X,X,,,,X,,,X,,
2729,,X,,,,,X,,,,X,,X,,
2730,,,,X,,X,,,,X,,,,X,
2731,,,X,,,X,,,,X,,,X,X,
2732,,,X,,,X,,,X,,,,,,
2733,,,,X,,,,X,,X,,,X,,
2734,,,,X,,X,,,,X,,,,,
2735,,,X,,,X,,,,,X,,X,,
2736,,,,X,,X,,,,X,,,,,
2737,,X,,,,X,,,,X,,,X,X,
2738,,X,,,,,X,,,,X,,,,
2739,,,X,,,X,,,,X,,,,,
2740,X,,,,,,X,,,X,,,,,
2741,,X,,,,,X,,,X,,,X,,
2742,,,X,,,X,,,,X,,,X,,
2743,,X,,,,X,,,,X,,,,X,
2744,,,,X,,X,,,X,,,,,,
2745,,X,,,,X,,,,,X,,X,,
2746,,,X,,,X,,,,X,,,,,X
2747,X,,,,,X,,,,X,,,X,,
2748,,,X,,,X,,,,X,,,X,X,X
2749,,X,,,,X,,,,X,,,,,
2750,,X,,,,X,,,,,X,,,,
2751,,,X,,,,X,,,X,,,,,
2752,X,,,,,,X,,X,,,,X,,
2753,,X,,,,X,,,,,X,,X,,
2754,,X,,,,X,,,,X,,,X,X,
2755,,,X,,,X,,,,X,,,,,
2756,,,,X,,X,,,X,,,,,X,
2757,,,,X,,X,,,,,,X,,,
2758,,,,X,,X,,,,,X,,,,
2759,,X,,,,X,,,,X,,,X,,
2760,,,,,X,X,,,,X,,,,,X
2761,,X,,,,,,X,,X,,,X,,
2762,,,X,,,X,,,,,X,,,,
2763,,,,X,,X,,,,,X,,,,
2764,,,X,,,X,,,,X,,,X,,
2765,,,,X,,X,,,,X,,,X,X,
2766,,,,,X,X,,,,,X,,X,,
2767,,,X,,,X,,,,X,,,,,
2768,,,,X,,X,,,,X,,,X,,
2769,,,X,,,X,,,,X,,,,,
2770,X,,,,,,X,,,,X,,X,,
2771,,,,X,,X,,,,X,,,X,,
2772,,,X,,,,X,,,,X,,,,
2773,,X,,,,,,X,,,X,,X,,X
2774,,X,,,,X,,,,,X,,,,
2775,,X,,,,X,,,,X,,,X,,
2776,,X,,,,X,,,X,,,,,,
2777,X,,,,,,X,,,X,,,,,
2778,,,,X,,X,,,,X,,,X,,
2779,,,,X,,X,,,,X,,,X,,
2780,X,,,,,,X,,,X,,,,,X
2781,,,,X,,X,,,,X,,,X,,
2782,,,X,,,X,,,,X,,,X,X,
2783,,X,,,,,X,,,,X,,,,
2784,,X,,,,,X,,,X,,,X,,
2785,,,X,,,X,,,,X,,,,,
2786,X,,,,,,X,,,X,,,X,,
2787,,,,X,,,,X,,X,,,,X,
2788,,X,,,,X,,,,X,,,,X,
2789,,X,,,,,X,,,,X,,,,
2790,,X,,,,,X,,,X,,,X,,
2791,,X,,,,X,,,,X,,,X,,
2792,,X,,,,X,,,,X,,,X,,
2793,,,,X,,X,,,,,,X,X,,
2794,,,X,,,X,,,,X,,,X,,
2795,,X,,,,,,X,,,X,,X,,
2796,,,,X,,X,,,,X,,,X,,
2797,,X,,,,,X,,,,X,,,,
2798,,X,,,,X,,,,X,,,X,,
2799,,,X,,,X,,,,,X,,,,
2800,,,X,,,X,,,,X,,,X,,
2801,,X,,,,,X,,,,X,,X,X,
2802,,X,,,,X,,,,X,,,X,X,
2803,,X,,,,X,,,,X,,,,,
2804,X,,,,,,X,,,X,,,,,
2805,,X,,,,X,,,X,,,,,,
2806,,,,X,,,X,,,X,,,,,
2807,,,,,X,X,,,,,,X,X,,
2808,,,X,,,X,,,,X,,,X,X,
2809,,,,X,,X,,,X,,,,,,
2810,X,,,,,,X,,,X,,,,,
2811,,,X,,,X,,,X,,,,X,,
2812,,,X,,,,X,,,X,,,,,
2813,,,X,,,X,,,,X,,,X,X,
2814,,,X,,,X,,,,,X,,,,
2815,,X,,,,,X,,,X,,,,,
2816,,X,,,,,X,,,,X,,X,,
2817,,X,,,,,X,,,X,,,X,X,
2818,,,,X,,,,X,,X,,,X,,
2819,X,,,,,,X,,,X,,,X,,
2820,,X,,,,X,,,,,X,,X,,
2821,,,X,,,,,X,,X,,,,X,X
2822,,X,,,,X,,,,,X,,X,,X
2823,,X,,,,,X,,,X,,,,,X
2824,X,,,,,,X,,,,X,,,,
2825,,,,X,,X,,,X,,,,,,
2826,,X,,,,X,,,,,X,,X,,X
2827,,,X,,,X,,,,X,,,,,X
2828,,X,,,,X,,,,X,,,X,,
2829,X,,,,,X,,,,X,,,X,,
2830,,X,,,,X,,,,X,,,X,,
2831,,X,,,,X,,,,,X,,,,
2832,,X,,,,X,,,,,X,,,,
2833,,X,,,,,X,,,,,X,,,
2834,,,,X,,X,,,X,,,,,,
2835,,X,,,,X,,,,,X,,X,,
2836,X,,,,,X,,,,,X,,X,,
2837,,,X,,,X,,,,X,,,X,X,X
2838,,X,,,,X,,,,X,,,X,,
2839,,,,X,,,,X,,X,,,,,
2840,,,,X,,X,,,,X,,,,,
2841,,X,,,,,X,,,,X,,X,,
2842,,,X,,,X,,,X,,,,X,,
2843,,X,,,,,X,,,,X,,X,,
2844,,,X,,,X,,,,X,,,X,,
2845,,,X,,,X,,,,,X,,,,X
2846,,,X,,,X,,,X,,,,X,,
2847,,X,,,,X,,,,X,,,,,X
2848,,,,,X,X,,,,X,,,,,
2849,,,X,,,X,,,,X,,,X,X,
2850,,,X,,,X,,,,,X,,X,,
2851,,X,,,,,X,,,,X,,,,X
2852,,X,,,,X,,,,,X,,,,
2853,,X,,,,X,,,,X,,,X,,
2854,,X,,,,,X,,,X,,,,X,
2855,,X,,,,,X,,,,X,,,,
2856,,X,,,,,X,,,,X,,X,,
2857,X,,,,,,X,,,X,,,,,
2858,,X,,,,,X,,,X,,,X,,
2859,X,,,,,,X,,X,,,,X,,
2860,,X,,,,,X,,,,X,,,,
2861,,X,,,,X,,,,,X,,X,X,
2862,,,X,,,,X,,,,X,,X,,
2863,,X,,,,,X,,,,X,,X,,
2864,,,,X,,X,,,X,,,,X,,
2865,,,,X,,,,X,,X,,,,,X
2866,,X,,,,X,,,,X,,,X,X,
2867,X,,,,,,X,,,,X,,,,
2868,,,X,,,X,,,,X,,,X,,
2869,,,X,,,X,,,,X,,,X,,
2870,,,,X,,X,,,X,,,,,,
2871,,X,,,,X,,,,,X,,X,,X
2872,,,X,,,,X,,,,X,,,,
2873,,X,,,,,,X,,,X,,X,,
2874,X,,,,,,X,,,X,,,X,,
2875,X,,,,,,X,,,X,,,X,,
2876,,X,,,,,X,,,X,,,,,
2877,,,X,,,X,,,X,,,,X,,
2878,,,,X,,,,X,,X,,,X,,
2879,,,,,X,X,,,X,,,,,,
2880,,,X,,,X,,,,X,,,X,,
2881,,,X,,,X,,,,,X,,X,,
2882,X,,,,,X,,,,X,,,X,X,
2883,,,X,,,X,,,,,X,,,,
2884,X,,,,,,X,,,X,,,,,
2885,X,,,,,,X,,,X,,,X,,
2886,,,X,,,,,X,X,,,,X,,
2887,,X,,,,,X,,,,X,,X,,X
2888,,X,,,,X,,,,X,,,,,
2889,,,,X,,,,X,X,,,,,,
2890,,X,,,,X,,,,X,,,X,,
2891,,X,,,,,X,,,,X,,,,X
2892,X,,,,,,X,,,X,,,,X,
2893,X,,,,,,,X,,X,,,X,,
2894,,,X,,,X,,,,,X,,,,
2895,,X,,,,X,,,,X,,,X,,
2896,,,,,X,X,,,X,,,,,,
2897,,,X,,,X,,,,X,,,X,X,
2898,,,X,,,,,X,,X,,,X,,
2899,,,X,,,X,,,,X,,,,,
2900,,X,,,,,X,,,,X,,,,
2901,,X,,,,,X,,,,X,,X,,
2902,,X,,,,X,,,,X,,,X,,
2903,,,,X,,X,,,,,X,,X,,
2904,,X,,,,X,,,,,X,,X,,
2905,,X,,,,,,X,,X,,,X,,
2906,,X,,,,,X,,,,X,,,,
2907,,,X,,,X,,,,,X,,,,
2908,,X,,,,X,,,,X,,,X,,
2909,,X,,,,X,,,,X,,,,,
2910,,,,X,,X,,,,X,,,,,
2911,,X,,,,X,,,,X,,,X,,X
2912,,X,,,,X,,,,,X,,,X,
2913,,,,X,,X,,,,X,,,,,
2914,,X,,,,X,,,X,,,,X,,
2915,,,,X,,,,X,X,,,,,,X
2916,,X,,,,,X,,,X,,,X,,
2917,,,X,,,,X,,,,X,,X,,X
2918,X,,,,,,X,,,,X,,,,
2919,,,X,,,X,,,,,X,,,,
2920,X,,,,,X,,,,X,,,X,,
2921,,,X,,,,X,,,X,,,X,,
2922,X,,,,,X,,,,,X,,,,
2923,,X,,,,X,,,,X,,,X,,
2924,,,X,,,X,,,,X,,,X,,X
2925,,,,X,,,,X,X,,,,X,X,
2926,,X,,,,X,,,,,X,,,,
2927,,X,,,,X,,,,X,,,X,,
2928,,X,,,,,X,,,,X,,,,
2929,X,,,,,,X,,,,X,,X,,
2930,,,,X,,X,,,X,,,,,,
2931,,,X,,,X,,,X,,,,X,,
2932,X,,,,,,X,,,,X,,,,
2933,,X,,,,X,,,X,,,,X,,
2934,,,X,,,X,,,,,,X,X,,
2935,,X,,,,X,,,,X,,,X,,
2936,,,,X,,,,X,,X,,,X,,
2937,,,,X,,X,,,,X,,,X,,
2938,,X,,,,X,,,,X,,,,,
2939,,X,,,,,,X,,X,,,X,,
2940,,,,,X,X,,,,X,,,,,X
2941,,X,,,,,X,,,X,,,,X,
2942,,X,,,,X,,,,,X,,X,X,
2943,,X,,,,X,,,,X,,,X,,
2944,,,X,,,X,,,,,X,,,,X
2945,X,,,,,,X,,,,X,,,,
2946,,,X,,,X,,,,X,,,X,,
2947,,,X,,,X,,,,,X,,,,
2948,,X,,,,,X,,,X,,,X,,X
2949,,,X,,,X,,,X,,,,X,,
2950,,X,,,,X,,,,,X,,X,,
2951,,X,,,,X,,,,X,,,X,,
2952,,X,,,,X,,,,X,,,,X,
2953,X,,,,,,X,,,,X,,,,X
2954,,,,X,,X,,,,X,,,,X,
2955,,,X,,,X,,,,X,,,,,
2956,,X,,,,X,,,,,X,,X,X,
2957,,,,X,,X,,,X,,,,,,
2958,,X,,,,X,,,,,X,,X,X,
2959,,,X,,,,X,,,X,,,X,,
2960,,,,X,,X,,,,X,,,X,,
2961,,X,,,,X,,,,X,,,X,,
2962,,,,,X,X,,,,,X,,X,,X
2963,,X,,,,,X,,,,X,,,,X
2964,,,X,,,X,,,X,,,,,,
2965,,X,,,,X,,,X,,,,X,,
2966,,X,,,,X,,,,,X,,,,
2967,,,X,,,,,X,X,,,,,,
2968,,,X,,,X,,,,X,,,X,,
2969,,,X,,,X,,,,,X,,,,
2970,,X,,,,,X,,,,X,,X,,
2971,,X,,,,X,,,,X,,,X,,
2972,,,,X,,X,,,,X,,,,,X
2973,,,X,,,X,,,,X,,,X,X,X
2974,,,X,,,,,X,,,X,,X,,
2975,,,X,,,,X,,,,X,,X,,
2976,X,,,,,,X,,,X,,,X,,
2977,,X,,,,X,,,,,X,,,X,
2978,,X,,,,,X,,,,X,,X,,
2979,,,,X,,X,,,,X,,,X,,
2980,,,,X,,,,X,,X,,,,X,X
2981,,,X,,,,,X,,X,,,,,
2982,,X,,,,X,,,,,X,,X,,
2983,,,,X,,X,,,,X,,,X,,
2984,,,X,,,,X,,,,X,,,,
2985,,X,,,,,X,,,X,,,,,X
2986,,X,,,,,X,,,,X,,,,
2987,,X,,,,X,,,,X,,,X,,
2988,,X,,,,,X,,,X,,,,,X
2989,,,X,,,X,,,,,X,,,,
2990,,,,X,,X,,,X,,,,X,,
2991,,X,,,,,,X,,,X,,X,,
2992,,,X,,,X,,,,X,,,X,,
2993,X,,,,,X,,,,X,,,X,,
2994,,,X,,,X,,,,,X,,X,,
2995,,,X,,,,X,,,X,,,X,,
2996,,X,,,,X,,,,X,,,,,
2997,,X,,,,X,,,,X,,,X,X,
2998,,X,,,,,X,,,,X,,,,
2999,,,X,,,X,,,,,X,,X,,
3000,,,X,,,X,,,,X,,,,X,
3001,,,X,,,X,,,,X,,,X,,
3002,X,,,,,,X,,,X,,,X,,
3003,,X,,,,,X,,,,X,,,,
3004,,X,,,,X,,,,X,,,X,,
3005,,,,,X,X,,,,X,,,,,X
3006,,,,X,,X,,,,,,X,,,X
3007,,,X,,,X,,,,X,,,X,,
3008,,,X,,,X,,,,,,X,X,,
3009,,,,X,,X,,,X,,,,X,,
3010,X,,,,,,X,,,,X,,X,,
3011,,,,X,,X,,,,X,,,,,
3012,,X,,,,X,,,,X,,,X,,
3013,,,X,,,X,,,,,X,,X,,X
3014,,,X,,,X,,,,X,,,X,,
3015,,X,,,,X,,,,,X,,,,
3016,,X,,,,,X,,,X,,,X,,
3017,,X,,,,X,,,X,,,,,X,
3018,,,,X,,X,,,,X,,,,X,
3019,,X,,,,,,X,,X,,,X,,
3020,X,,,,,,X,,,X,,,,,
3021,,,X,,,X,,,X,,,,,,
3022,,X,,,,X,,,,X,,,X,,
3023,,X,,,,,X,,,,X,,,,
3024,,,X,,,,,X,,,X,,,X,
3025,,X,,,,,X,,,,X,,X,,
3026,,X,,,,,,X,,,X,,,,
3027,,,X,,,X,,,,,X,,,,X
3028,,X,,,,X,,,,X,,,X,,
3029,,X,,,,X,,,X,,,,X,,X
3030,,,,X,,X,,,,X,,,,,
3031,,,X,,,X,,,,,X,,X,,
3032,,X,,,,,,X,,X,,,X,,
3033,,,,X,,,,X,,X,,,X,X,X
3034,X,,,,,X,,,X,,,,,,
3035,,,,X,,X,,,,,X,,X,,
3036,,,,,X,X,,,X,,,,,,X
3037,,,,X,,X,,,,X,,,X,,
3038,,,X,,,X,,,,X,,,X,,
3039,,,,,X,X,,,X,,,,,,
3040,,X,,,,X,,,,X,,,X,,X
3041,,X,,,,,X,,,X,,,X,,
3042,,,X,,,X,,,,,X,,,,
3043,,,X,,,X,,,X,,,,X,,
3044,,,,X,,X,,,,,,X,,,
3045,,,,X,,X,,,,,X,,,,
3046,,,X,,,X,,,X,,,,,X,
3047,,X,,,,,X,,,X,,,X,,
3048,,X,,,,,X,,,X,,,X,,
3049,X,,,,,,X,,,,X,,X,,
3050,,X,,,,,X,,,,,X,,,
3051,,,X,,,X,,,,,X,,,,
3052,,,X,,,X,,,,X,,,,,
3053,,,X,,,X,,,X,,,,X,,
3054,,X,,,,,X,,,X,,,,,
3055,,,X,,,X,,,,X,,,,X,
3056,X,,,,,,X,,,X,,,X,,
3057,X,,,,,X,,,,,X,,X,,
3058,,X,,,,X,,,,X,,,X,,
3059,,,,X,,X,,,X,,,,,X,
3060,,,,X,,X,,,,X,,,,,
3061,,,,X,,X,,,,X,,,,,
3062,,,X,,,X,,,,,X,,,,
3063,,X,,,,X,,,,X,,,X,,
3064,,,X,,,,X,,,,X,,X,,X
3065,,,,X,,X,,,,X,,,,X,
3066,,X,,,,X,,,,X,,,X,,
3067,,X,,,,,X,,,,X,,X,,
3068,,,X,,,X,,,,,X,,,,
3069,,X,,,,X,,,X,,,,X,,
3070,,X,,,,,X,,,,,X,,,
3071,,X,,,,,X,,,X,,,X,,
3072,,,,X,,X,,,,,X,,X,X,
3073,,,,,X,X,,,,,X,,,,X
3074,,X,,,,X,,,,,X,,X,X,
3075,,,X,,,X,,,,X,,,,,
3076,,X,,,,X,,,X,,,,,,
3077,,,X,,,X,,,,X,,,,X,
3078,,X,,,,X,,,,X,,,X,,
3079,,,,X,,,,X,,X,,,X,,
3080,,X,,,,X,,,,X,,,,,X
3081,,,,X,,,,X,,X,,,,,
3082,,,,X,,X,,,X,,,,,,
3083,,,X,,,X,,,X,,,,,,
3084,,,X,,,X,,,,X,,,X,,
3085,,,,,X,,X,,,X,,,,,
3086,,X,,,,X,,,,X,,,X,,
3087,X,,,,,,X,,,,X,,X,,
3088,,X,,,,,X,,,X,,,,,X
3089,,,,X,,X,,,,X,,,,X,
3090,,,,X,,X,,,,,X,,,,
3091,,X,,,,X,,,,X,,,X,,
3092,,,X,,,X,,,,,X,,X,,
3093,,,,X,,X,,,,,X,,,X,
3094,,,,X,,X,,,,X,,,,,
3095,,,,X,,,X,,,X,,,,,
3096,,X,,,,X,,,,X,,,,,
3097,,X,,,,X,,,X,,,,X,,
3098,,X,,,,X,,,X,,,,,,
3099,,X,,,,X,,,,X,,,,,
3100,,,,,X,X,,,X,,,,,,
3101,,,X,,,X,,,X,,,,X,,
3102,,,,,X,X,,,,X,,,,X,
3103,,X,,,,X,,,,X,,,,X,
3104,,X,,,,,X,,,X,,,X,,
3105,,X,,,,,,X,,X,,,X,,
3106,X,,,,,,,X,,X,,,X,,
3107,,X,,,,X,,,,X,,,X,,
3108,,X,,,,X,,,X,,,,X,,
3109,,X,,,,,X,,,,X,,,X,
3110,,,,X,,X,,,,X,,,X,,
3111,,X,,,,X,,,,X,,,X,,
3112,,X,,,,X,,,,X,,,X,,
3113,,X,,,,,,X,,X,,,X,,
3114,X,,,,,,X,,,X,,,X,,
3115,,X,,,,X,,,,,X,,X,,
3116,,X,,,,X,,,,X,,,,,
3117,,X,,,,,X,,,X,,,X,,X
3118,,X,,,,X,,,,X,,,X,,
3119,X,,,,,X,,,,X,,,X,X,
3120,,,X,,,X,,,X,,,,X,,
3121,,,,X,,X,,,,,X,,,,
3122,,,,X,,X,,,X,,,,X,,
3123,,,X,,,X,,,,X,,,,X,X
3124,,,,X,,X,,,,,X,,X,,
3125,,X,,,,X,,,X,,,,X,,
3126,,,,X,,X,,,X,,,,,,
3127,,,X,,,X,,,,X,,,X,X,
3128,,,,X,,X,,,X,,,,,X,
3129,,,X,,,,,X,,,,X,,,
3130,,,,X,,X,,,,X,,,,,
3131,,,,X,,X,,,,X,,,,,
3132,,,,X,,X,,,,,X,,X,,
3133,,X,,,,X,,,X,,,,X,,
3134,,,X,,,,,X,,X,,,X,,
3135,,,X,,,X,,,,,X,,X,,X
3136,,X,,,,X,,,X,,,,X,,
3137,,,X,,,X,,,,X,,,X,X,
3138,,X,,,,X,,,,,X,,,,
3139,,X,,,,,X,,,X,,,,,
3140,,,,,X,X,,,X,,,,X,,
3141,,X,,,,,X,,,X,,,X,,X
3142,,X,,,,,X,,X,,,,X,X,
3143,,,,X,,X,,,,X,,,,,
3144,,X,,,,X,,,,,X,,,,
3145,,,X,,,,,X,,X,,,X,,
3146,,X,,,,X,,,,,X,,X,,
3147,,,,X,,X,,,,X,,,,,
3148,,X,,,,,X,,,X,,,X,,
3149,,X,,,,X,,,,X,,,X,,
3150,,,,X,,X,,,,X,,,,,
3151,,,X,,,X,,,,X,,,,,
3152,,,X,,,X,,,X,,,,,,
3153,,,X,,,X,,,X,,,,X,,
3154,,X,,,,,,X,,X,,,,,
3155,,,,X,,,X,,,,X,,X,,
3156,X,,,,,,X,,,X,,,X,,
3157,,,,,X,X,,,,X,,,,,
3158,,,,X,,X,,,,X,,,,,
3159,,X,,,,X,,,,X,,,X,,
3160,X,,,,,X,,,,,X,,,,X
3161,X,,,,,X,,,,X,,,X,,X
3162,,,X,,,X,,,,X,,,X,,
3163,,X,,,,,X,,,X,,,,,
3164,,,,X,,X,,,,X,,,,,
3165,,,,X,,X,,,,,X,,,,
3166,,,X,,,X,,,X,,,,X,,
3167,,,,X,,X,,,,X,,,X,X,
3168,,,,X,,X,,,,X,,,,,
3169,,X,,,,X,,,,X,,,X,,
3170,,X,,,,X,,,,X,,,X,X,
3171,X,,,,,,X,,X,,,,X,,
3172,,,,X,,,,X,,,X,,X,,
3173,,X,,,,,X,,,,X,,,,
3174,,X,,,,,X,,,X,,,X,,
3175,,X,,,,,,X,,X,,,X,,
3176,X,,,,,,X,,,X,,,,,X
3177,,X,,,,,X,,,,X,,X,,
3178,,X,,,,X,,,,X,,,,X,
3179,,,,X,,X,,,X,,,,,,
3180,,X,,,,X,,,,X,,,X,,
3181,,X,,,,X,,,,X,,,X,,
3182,,X,,,,X,,,,X,,,X,,
3183,,X,,,,X,,,,X,,,X,X,
3184,,X,,,,,X,,,,X,,,,X
3185,,,X,,,X,,,,X,,,X,X,
3186,,,X,,,X,,,,,X,,,X,
3187,,,,,X,X,,,,X,,,,,X
3188,,X,,,,,,X,,,X,,X,,
3189,,,,X,,X,,,X,,,,X,,
3190,,X,,,,X,,,,X,,,X,,
3191,,,X,,,X,,,,X,,,,,
3192,,X,,,,X,,,,,X,,,,
3193,,,,,X,,,X,X,,,,,,
3194,X,,,,,,X,,,,,X,,X,
3195,,X,,,,X,,,X,,,,,,
3196,,,X,,,X,,,,,X,,X,X,
3197,,X,,,,,X,,,X,,,,,
3198,,,,,X,X,,,,,X,,,,
3199,,,,X,,X,,,,,X,,X,,
3200,X,,,,,,X,,,,,X,X,,
3201,,,,X,,X,,,,X,,,,,
3202,,,,,X,X,,,X,,,,,,X
3203,,X,,,,X,,,,X,,,X,,
3204,,X,,,,X,,,X,,,,X,,
3205,,,,,X,X,,,X,,,,,,
3206,,,,,X,X,,,X,,,,,X,
3207,,,,X,,X,,,,,X,,,,
3208,,X,,,,X,,,X,,,,X,X,
3209,,,,X,,X,,,,X,,,,X,
3210,,,,X,,X,,,,X,,,,,
3211,,X,,,,X,,,,X,,,X,,
3212,,,X,,,X,,,,,X,,X,,
3213,,,X,,,X,,,,X,,,,X,
3214,,,X,,,X,,,X,,,,X,X,
3215,,,X,,,X,,,,X,,,X,,
3216,,X,,,,X,,,,X,,,X,,
3217,,X,,,,X,,,,X,,,,,
3218,,,X,,,X,,,,X,,,,X,
3219,,,,,X,X,,,X,,,,,,X
3220,,X,,,,X,,,,X,,,X,X,
3221,,X,,,,X,,,,X,,,,X,
3222,,X,,,,,X,,,X,,,X,X,
3223,,X,,,,X,,,,,X,,,,
3224,,,,X,,X,,,,,X,,,,X
3225,X,,,,,X,,,,X,,,X,,
3226,,X,,,,X,,,,,X,,X,,
3227,,,,X,,X,,,,,X,,,,
3228,,X,,,,,X,,,,X,,X,,
3229,,,X,,,X,,,X,,,,X,,X
3230,,X,,,,,X,,,X,,,X,,
3231,X,,,,,X,,,,X,,,X,,
3232,,,,X,,X,,,,,X,,X,X,
3233,X,,,,,,X,,,,,X,,,
3234,,X,,,,,X,,,,X,,,,
